滴下,20
喊,20
联道,20
十二,19
仙,19
石头,19
啼哭,19
有意,19
中来,19
来时,19
目今,19
世上,19
承望,19
当作,19
一宿,19
奉承,19
休,19
先时,19
事务,19
是从,19
蹲,19
侍立,19
袄,19
舍不得,19
陈设,19
最是,19
贾母忙,19
房舍,19
等语,19
床,19
后事,19
道谢,19
母子,19
去处,19
金玉,19
必有,19
悲伤,19
下流,19
家事,19
灰,19
从没,19
嗔,19
走动,19
雇,19
因命,19
早就,19
浑身,19
入画,19
性子,19
没良心,19
折,19
叹道,19
那块,19
早知,19
一钟,19
往常,19
碟子,19
精致,19
怔怔,19
笔砚,19
半个,19
墙,19
不小,19
罪,19
州,19
诰命,19
本家,19
那人道,19
送殡,19
有钱,19
消息,19
妃,19
办理,19
拟,19
心来,19
稻香村,19
真心,19
擦,19
帕子,19
正月,19
这般光景,19
两只,19
干娘,19
帐子,19
时侯,19
名儿,19
鲍,19
一块儿,19
院里,19
作诗,19
踢,19
毡,19
递给,19
诗社,19
螃蟹,19
妙玉道,19
提醒,18
之际,18
八个,18
补,18
只不过,18
通共,18
一二,18
人品,18
睡去,18
一干,18
一去,18
那天,18
之家,18
儿孙,18
此言,18
何如,18
那知,18
出家,18
早有,18
有限,18
两句话,18
其意,18
之理,18
我见,18
请教,18
世交,18
写字,18
叙,18
迎接,18
几岁,18
掐,18
病来,18
生恐,18
晓得,18
拐子,18
好日子,18
火,18
因想,18
一眼,18
形景,18
虽是,18
奔,18
一门,18
看书,18
子侄,18
几百,18
两人,18
衣,18
贾宝玉,18
亲近,18
男,18
本事,18
先到,18
不防,18
多谢,18
堆,18
奶子,18
学里,18
成日家,18
齐备,18
宝钗因,18
这玉,18
斗篷,18
暖,18
脖子,18
顾不得,18
包,18
可怜见,18
相好,18
完事,18
无事,18
闹起来,18
没来,18
扯,18
尚有,18
顽意儿,18
算计,18
一班,18
出神,18
半,18
往里,18
道别,18
盼,18
过后,18
少时,18
日间,18
拾,18
世袭,18
找到,18
希罕,18
逛,18
软,18
睡不着,18
身旁,18
柳,18
扭,18
说不出,18
芜苑,18
倚,18
不提,18
玉宝钗,18
劝慰,18
搜,18
我原,18
猴儿,18
懒,18
文官,18
芸,18
子来,18
好孩子,18
昨晚,18
混说,18
旧年,18
糟踏,18
孝,18
看家,18
邢大舅,18
之上,17
来历,17
只用,17
一道,17
想要,17
温柔,17
字迹,17
诗词,17
玩,17
方欲,17
飞,17
田地,17
不惯,17
古今,17
